n_blemishes,blemish_area,area_ratio,mean_darkness,max_darkness,mean_brightness,mean_aspect_ratio,mean_solidity,skeleton_length,blemish_dispersion,gran_small,gran_medium,gran_large,gran_coalesced,dark_lesion_peak,pale_patch_energy,max_lesion_ratio,consolidated_ratio,n_large_lesions,n_lesions_split,label,image
315,7971,7.3013895631623775,153.38088069251035,231.0,101.61911930748965,1.582206246582036,0.6968809192914445,3217,123.27440051213517,0.008694868151618948,0.010186178510022324,0.008878533963896536,0.007783831122285041,15.0,0.016606363716860095,0.586236271537313,0.0,0,0,unripe,IMG20200713143259.jpg
206,10340,8.829531966492182,157.41073500967119,229.0,97.58926499032881,1.6444215860799116,0.7228329219258954,3016,115.14726735058133,0.0077167571068322465,0.009893918030720022,0.009584129278787604,0.009883905401076979,17.0,0.015690560852928703,2.53272648091062,2.53272648091062,1,6,unripe,IMG20200713143317.jpg
277,10225,8.869477720045452,162.11804400977996,229.0,92.88195599022005,1.702227921160807,0.6936354567307226,3725,125.09135970506833,0.006987238395267026,0.008675870615414787,0.008052545202913274,0.007346116538788687,15.0,0.014379209695900948,1.0348446865539584,1.0348446865539584,1,13,unripe,IMG20200713143325.jpg
213,7964,6.033059103374089,161.71584630838774,230.0,93.28415369161226,1.7021738975715972,0.6890216337024475,2730,129.8745689563885,0.006248646451899245,0.007502956639225847,0.006528996156740349,0.005841921029733351,12.0,0.013393538558704848,1.0651031013741799,1.0651031013741799,1,1,unripe,IMG20200713143333.jpg
221,11087,8.696368342615107,158.7432127717146,230.0,96.25678722828538,1.6548306800231678,0.7072475023874225,3372,128.7279530072647,0.006624279643616801,0.008274020722886377,0.007244858881665459,0.006915236719835002,13.0,0.01432749050675255,2.331163228488509,2.331163228488509,1,13,unripe,IMG20200713143359.jpg
180,6026,5.464867413936954,165.6360769996681,227.0,89.3639230003319,1.5659593847073665,0.6877923858048205,2031,102.38601933370265,0.00651027052094825,0.00828231680817573,0.007253699898358154,0.006764695213159807,12.0,0.013890400357915864,0.5912866833532847,0.0,0,0,unripe,IMG20200713143438.jpg
253,8680,8.258565407267158,152.19585253456222,223.0,102.8041474654378,1.5836129710202935,0.6856589643332992,2849,109.20825055974882,0.00781123577562477,0.01022914403480582,0.009443807969511886,0.008561685427907976,15.0,0.0173672772535177,0.6346155675860822,0.0,0,0,unripe,IMG20200713143447.jpg
173,5150,4.549912093931389,162.98854368932038,232.0,92.0114563106796,1.6568220312595967,0.7117776377495152,1796,132.97345943189748,0.006788749478358165,0.007913850147220361,0.007309412558103842,0.006858526923301453,12.0,0.014643008163164196,0.4231859986394438,0.0,0,0,unripe,IMG20200713143503.jpg
187,5953,4.488595664467483,170.13085839072735,236.0,84.86914160927263,1.6898490778516873,0.7314151857878689,2289,114.04727395518074,0.006422176636913012,0.008049823510931234,0.00716899706159561,0.006662098279462583,12.0,0.013734819168006505,0.7004712535344015,0.0,0,0,unripe,IMG20200713143508.jpg
332,10544,8.093834438712847,161.49971547799697,237.0,93.50028452200303,1.6104251268216168,0.7115774355870582,3692,122.12858847941541,0.007763876245659157,0.010110038242759646,0.010210973360112896,0.008384026663969445,15.0,0.016452695054931823,0.6002824858757062,0.0,0,0,unripe,IMG20200713143524.jpg
334,11594,9.208969094273982,165.78989132309815,236.0,89.21010867690184,1.4450536544175776,0.6941929469588595,3777,123.25476114031466,0.008045696137691448,0.011290905610768917,0.012099365675785248,0.010639122645618983,15.0,0.018075117480569936,0.6116013629973233,0.0,0,0,unripe,IMG20200713143542.jpg
274,10748,8.76421902393281,170.42314849274283,234.0,84.57685150725716,1.5630348811461294,0.6986771662269248,3331,132.29920148265924,0.00859419431326981,0.011431499659838659,0.010119396231603905,0.009604941173272829,17.0,0.017413926389245306,1.1489379051657356,1.1489379051657356,1,4,unripe,IMG20200713143556.jpg
309,10258,8.412126977358273,167.21144472606747,241.0,87.78855527393254,1.5267604921204885,0.702858075288774,3315,121.19701594266503,0.00953110043538503,0.011989368867775414,0.010553017940075831,0.009410214640623638,18.0,0.02057875641994741,0.688846428249264,0.0,0,0,unripe,IMG20200713143602.jpg
136,4282,4.01990236575291,170.58967772069127,226.0,84.41032227930873,1.661644176348635,0.6972892793046953,1617,130.33089905441872,0.006224882743183642,0.006668396987033642,0.006261256286217076,0.005623393931361503,11.0,0.012225744221834433,0.5754787833270747,0.0,0,0,unripe,IMG20200713143616.jpg
233,6475,5.923466073862649,170.40787644787645,234.0,84.59212355212355,1.6458996545387765,0.7641124697899473,2420,118.12188165976065,0.006800061920826367,0.008730154886372951,0.009417705661181506,0.008012217703723915,13.0,0.014760906146359524,2.28522289614037,2.28522289614037,1,2,unripe,IMG20200713143625.jpg
108,8104,8.862060669684842,165.00567620927936,233.0,89.99432379072063,1.7582044641470502,0.6985894967626071,1693,118.9063164397797,0.007676575868411359,0.008179776514415666,0.006524240385304001,0.0057673809851565665,14.0,0.014230534853313196,5.063097347068215,5.063097347068215,1,21,unripe,IMG20200713143701.jpg
331,8458,6.720592441915901,153.52955781508632,230.0,101.4704421849137,1.5581838801980463,0.7199672714232558,3209,122.31882997046561,0.007486665008946082,0.009285291842955278,0.008832410057752243,0.006977694933295444,14.0,0.015970392861082393,1.3523821631757937,1.3523821631757937,1,3,unripe,IMG20200713143721.jpg
272,7886,6.63028947611801,158.72647730154705,234.0,96.27352269845295,1.5954013212488065,0.7047033902182149,2783,127.25431699105293,0.0076593884259998826,0.009598593050416845,0.009544091558549787,0.007474881258130502,14.0,0.016650584934871048,0.7373527606588252,0.0,0,0,unripe,IMG20200713143750.jpg
196,4735,4.181089290760101,150.43062302006336,226.0,104.56937697993664,1.7144580605020272,0.7007491715547844,2063,104.65813363184947,0.006475359994237876,0.007832090875344205,0.00747497077384217,0.007124741674007836,12.0,0.013583376272238198,0.22075445040972025,0.0,0,0,unripe,IMG20200713143812.jpg
162,7967,6.121257289497746,170.32609514246266,227.0,84.67390485753734,1.9416260951974005,0.678654508184534,2652,135.73522982638877,0.006178670864441141,0.007113016159111682,0.006558887029337868,0.00628611605376056,12.0,0.012033951595128689,1.380682734935038,1.380682734935038,1,15,unripe,IMG20200713143821.jpg
157,6166,5.034866820178662,188.92199156665586,240.0,66.07800843334415,1.7554977584039215,0.7053989273794073,2020,126.79020830652617,0.006585453249449307,0.00794640721410312,0.007229409491165696,0.006048385418217717,13.0,0.012611455504416913,0.5413747489099016,0.0,0,0,unripe,IMG20200713143830.jpg
185,5069,4.183862128165341,157.97593213651606,231.0,97.02406786348392,1.801645018658357,0.7202724962533745,1835,125.28148391395457,0.0068586020033157705,0.00792794122502248,0.007082652797657078,0.005877918535105286,12.0,0.013989288805422793,0.23028162039024067,0.0,0,0,unripe,IMG20200713143842.jpg
174,8904,7.064255849194323,157.16251123090746,233.0,97.83748876909254,1.6732452320988955,0.7468625541575289,2023,122.71875280887821,0.007147731874260776,0.008624321018363947,0.007730072821397867,0.006797742382657148,13.0,0.014484350423206024,1.8406416857739023,3.494045682822529,2,9,unripe,IMG20200713143852.jpg
136,10069,8.643215217689876,167.87466481279174,235.0,87.12533518720826,1.5952975882106486,0.6792002705299425,2423,120.87965662191789,0.006664034244380351,0.0083973934306589,0.008113246672106557,0.0071439295399522255,15.0,0.014007516205218524,2.014661447603351,2.014661447603351,1,6,unripe,IMG20200713143859.jpg
245,10823,8.835029918123118,156.9503834426684,235.0,98.0496165573316,1.6182913865556343,0.7005909263320504,3120,137.6248401530161,0.007998430104852286,0.009368342891478596,0.008605580010471302,0.0072626858108081095,15.0,0.01670529780389148,0.7477489979673635,0.0,0,0,unripe,IMG20200713143908.jpg
241,7537,6.49831011173955,158.30900888947858,232.0,96.69099111052142,1.6472052971632654,0.682404265095059,3015,109.71838942473352,0.006727871863326652,0.008447514058734267,0.0074712806905076826,0.005822642203522327,13.0,0.014527663044801312,0.6768174920678713,0.0,0,0,unripe,IMG20200713143919.jpg
184,7964,6.8236927110555134,166.89615770969363,240.0,88.10384229030637,1.6806660785343426,0.7131443977026346,2355,117.974051897135,0.006690331623562878,0.00700916844876258,0.005834320773232222,0.0052978523623208075,12.0,0.013377000773319584,1.0967261012243918,1.0967261012243918,1,5,unripe,IMG20200713143938.jpg
165,5923,4.940732893452674,162.86358264393044,238.0,92.13641735606956,1.6739931220510733,0.7077946678976313,1991,115.93115949140602,0.006352704994544427,0.007369366778918505,0.006520256770971084,0.005720901985972689,12.0,0.013272246611877038,1.1152726453733286,1.1152726453733286,1,5,unripe,IMG20200713143943.jpg
214,5730,5.535697034102985,166.13560209424082,235.0,88.86439790575916,1.7628663847982877,0.7061179540416725,2500,123.6769351588728,0.007268484052881128,0.00841214545909176,0.007565471556219821,0.00676467746793433,13.0,0.015630961108238098,0.3062506038063955,0.0,0,0,unripe,IMG20200713143947.jpg
247,7982,6.566412741242863,161.8469055374593,229.0,93.15309446254072,1.5839866508168727,0.7290942920220084,2727,124.55380030565338,0.007241826624198438,0.0089710745681316,0.007850008823351979,0.007586469655895725,14.0,0.0152230727266803,0.46726665460109573,0.0,0,0,unripe,IMG20200713143957.jpg
239,9221,7.36213462782138,165.16137078407982,231.0,89.83862921592018,1.53968837918655,0.685776403691411,2414,122.54221675519722,0.007356232659052971,0.009231994181316308,0.008034442449464194,0.006447016366926496,14.0,0.014839365474171529,0.8582902857507844,0.0,0,0,unripe,IMG20200713144008.jpg
207,5237,4.417619867058069,162.09910253962192,231.0,92.90089746037808,1.6180825528293352,0.7099868897949609,2118,121.5364741772071,0.006439254853002375,0.007705325947229451,0.006862546617999361,0.006292313463496544,12.0,0.014001112811423452,0.5887910382292405,0.0,0,0,unripe,IMG20200713144013.jpg
211,6887,4.911672621722045,164.81762741396835,233.0,90.18237258603165,1.7746951850743593,0.6993920599986349,2631,142.56225362569938,0.006369511011433678,0.007431562310911084,0.006831875578847187,0.006008669755156817,12.0,0.013361838170443655,0.6889321551595028,0.0,0,0,unripe,IMG20200713144109.jpg
240,13324,6.127272894497227,139.1326928850195,238.0,115.86730711498049,1.7900268520032223,0.7218470909830861,3242,149.13841456731458,0.005419023036109328,0.0060342714808108155,0.005564954282871097,0.005070136988178885,11.0,0.01059072759494593,2.469027932344312,3.4775170840729537,2,39,unripe,IMG20200713144113.jpg
133,4310,3.6712408112505215,172.28677494199536,229.0,82.71322505800464,1.6941578315251924,0.7334415642189025,1665,126.10689916618624,0.005934312497901826,0.006460956259606713,0.0062608008986949,0.00536547978078445,11.0,0.011876541688149464,0.5562227957648702,0.0,0,0,unripe,IMG20200713144123.jpg
174,5154,5.255322620115834,158.5442374854482,219.0,96.45576251455181,1.6205848960952616,0.7327902623671786,1738,102.3180888646992,0.007582864290181363,0.008626075440372742,0.007176840064682367,0.00636027312466711,13.0,0.015048487785684466,0.8300024471816625,0.0,0,0,unripe,IMG20200713144137.jpg
209,6545,6.217877466488063,158.1207028265852,222.0,96.87929717341483,1.6012165575258883,0.7299530959590065,2234,109.21469425219094,0.007330685573171897,0.008688468309678779,0.007520838490914554,0.0069579426378240765,13.0,0.015328396585071171,0.6640636133040727,0.0,0,0,unripe,IMG20200713144142.jpg
166,3359,3.1609060197427237,158.752604941947,234.0,96.24739505805299,1.666763342151671,0.7290099036510747,1435,117.00649740428074,0.006456913837269312,0.006831663565894048,0.005541314081788436,0.005284100334027295,11.0,0.01293264819266749,0.80175407228961,0.0,0,0,unripe,IMG20200713144151.jpg
231,6126,6.261626837295828,159.4856349983676,232.0,95.51436500163238,1.6537162370893836,0.7324739857382218,2330,106.26230484958286,0.007421254169227026,0.009013186401776195,0.00815739505933821,0.0075623495099943205,14.0,0.015819312985942177,0.7246969356256516,0.0,0,0,unripe,IMG20200713144202.jpg
193,8774,8.78630082114961,157.31148848871666,234.0,97.68851151128334,1.5185529701368294,0.720518717813888,2421,99.3347582921249,0.00871816621701755,0.01019541083006405,0.008829223658219545,0.007738245308137281,17.0,0.01772304756070263,3.4007610654916887,3.4007610654916887,1,7,unripe,IMG20200713144211.jpg
144,8517,8.445048189426089,157.26088998473642,235.0,97.73911001526359,1.7235128117322793,0.73124891334932,1855,117.72980313365932,0.0072264696938942954,0.008267132657211537,0.006282939939946946,0.00537778908017417,14.0,0.014518615124628362,2.93896006028636,2.93896006028636,1,10,unripe,IMG20200713144221.jpg
202,7803,7.439931350114416,164.62629757785467,232.0,90.37370242214533,1.7772815420947647,0.7159150975592172,2596,122.04679230302213,0.006129918786736663,0.007137718550425509,0.006741299113085356,0.006661058015883698,12.0,0.012866170114117347,0.9124713958810069,0.0,0,0,unripe,IMG20200713144228.jpg
229,5568,5.528196981731533,166.19270833333334,232.0,88.80729166666667,1.5092447479276858,0.7579814621438513,2116,108.18506492519984,0.006881940226448006,0.008633524895263905,0.008086054914420094,0.006750572349670608,13.0,0.014755447055708701,0.7396743447180302,0.0,0,0,unripe,IMG20200713144234.jpg
371,8034,5.706087487659539,163.66006970375904,232.0,91.33993029624098,1.5635553671637912,0.7111032316672381,3402,137.70406362034768,0.007889010558519309,0.00941182598169775,0.00856917210942134,0.007582854302683309,14.0,0.01594945413693223,0.25142581162950917,0.0,0,0,unripe,IMG20200713144248.jpg
292,6574,5.08103846718657,165.46820809248555,231.0,89.53179190751445,1.702365022946459,0.7146663160415628,2860,136.240519479043,0.007148225219150984,0.008199428569956382,0.007562105092146996,0.006291155928143419,13.0,0.014474459701876158,0.36326256154208825,0.0,0,0,unripe,IMG20200713144253.jpg
259,11695,8.261456192030291,161.09781958101752,231.0,93.90218041898247,1.7086487470125886,0.711731798613243,3664,130.07387221064894,0.0069962218185993675,0.008197228354824103,0.0070939002115210925,0.005941677467110069,13.0,0.014440528721007269,1.3880941784813614,1.3880941784813614,1,6,unripe,IMG20200713144302.jpg
319,8386,6.423002098619812,151.2278797996661,237.0,103.77212020033389,1.6843995269499619,0.7073277369594989,3090,125.46598384899578,0.0071525781005253005,0.009054491728218074,0.008593317996918898,0.007451046471498326,14.0,0.01625891207572933,1.5180527259079977,1.5180527259079977,1,1,unripe,IMG20200713144324.jpg
181,10598,8.520045984773574,156.92621249292318,231.0,98.0737875070768,1.669041769882014,0.7135836148627505,2544,113.5984329465653,0.008206765650893726,0.01042564289541396,0.010720574718242375,0.009289958335953988,16.0,0.017438841055077217,2.2855718753265966,3.5999967842815686,2,6,unripe,IMG20200713144332.jpg
251,10730,8.626372742913189,161.2232991612302,232.0,93.7767008387698,1.6669510069249984,0.6999319576290931,3331,129.98283819402042,0.007698647127238013,0.008941268530630297,0.008399564543390078,0.007549175668530882,15.0,0.0156793069518258,1.6826652517164313,1.6826652517164313,1,9,unripe,IMG20200713144338.jpg
382,13241,8.347360126083531,161.27686730609472,225.0,93.7231326939053,1.5291921226322946,0.7021721722569799,4515,137.49636808554845,0.008296543518904803,0.010255659080022869,0.009619308085724441,0.00833689024861323,15.0,0.018208414839537078,0.7918045705279748,0.0,0,0,unripe,IMG20200713144423.jpg
302,14316,8.885854385202657,155.39012293936855,233.0,99.60987706063146,1.6039257459885927,0.6921542857512193,4379,124.19916033774581,0.00799088675256584,0.009870396672106865,0.009125831699447823,0.00847843575391798,16.0,0.01763556990048207,0.8422816709080752,0.0,0,0,unripe,IMG20200713144429.jpg
249,6826,5.0197820299745555,170.4260181658365,233.0,84.57398183416349,1.7375828832548554,0.7081415417374546,2739,128.96913476653987,0.006939990039050728,0.007921348298405123,0.006977855488947355,0.006166329395961002,13.0,0.01441286490916762,0.3949052080422409,0.0,0,0,unripe,IMG20200713144442.jpg
335,11359,8.641637186656016,174.73008187340434,238.0,80.26991812659566,1.7383601408854377,0.6926855810002593,4246,149.13126579147396,0.00785659252099029,0.009390343683595393,0.009122342230665322,0.00788108647544377,15.0,0.016959989975677593,0.6527444938947848,0.0,0,0,unripe,IMG20200713144457.jpg
156,9512,8.818430445464237,159.08074011774602,229.0,95.919259882254,1.625228715401175,0.7029173809236429,2260,99.77197920809486,0.007368724340429168,0.008209862909610142,0.0069225602446049556,0.005386362582858205,14.0,0.014737921312315777,1.8309924442590275,1.8309924442590275,1,9,unripe,IMG20200713144509.jpg
203,5913,6.2424779882181545,153.27380348384915,226.0,101.72619651615085,1.59354213419812,0.7173947155503563,2177,97.09273068131883,0.008078832132502503,0.008947297168059594,0.007599410617903125,0.006135725969617593,14.0,0.01568892416238893,0.9459259728468571,0.0,0,0,unripe,IMG20200713144515.jpg
186,9137,8.716182699278818,158.77355806063258,224.0,96.2264419393674,1.6460162569163905,0.7227116589109183,2404,104.61466577385848,0.008209451598397975,0.009104325516981314,0.008170208977245269,0.006196219091292022,15.0,0.01627177142463808,2.2141031022245965,4.159194108444309,2,22,unripe,IMG20200713144534.jpg
317,8795,7.715995227400336,157.93757816941445,235.0,97.06242183058556,1.5700580698009945,0.6852988843954898,3521,115.24752068385908,0.00836846038246854,0.009924681551452697,0.008428014664596889,0.0072331789256971785,15.0,0.017497433420308045,0.4649775407074677,0.0,0,0,unripe,IMG20200713144550.jpg
304,9330,7.825080515297906,156.6391211146838,235.0,98.36087888531618,1.7138619754338382,0.6797838948859674,3696,126.62093666380343,0.008355994705987602,0.009455449517434456,0.008787711944681253,0.007898129729615951,15.0,0.017125123667287637,0.5376073537305421,0.0,0,0,unripe,IMG20200713144556.jpg
224,6773,5.45352067313499,155.962645799498,235.0,99.037354200502,1.734765776739561,0.7354473809839638,2719,141.26170771001782,0.006296044566222157,0.006896018200347494,0.006610256325244377,0.005988211138555827,12.0,0.013456131999883169,0.6433431297556262,0.0,0,0,unripe,IMG20200713144605.jpg
230,8334,6.354022918397999,158.64926805855532,230.0,96.35073194144468,1.5865257986644805,0.73126852046887,2696,122.93608870154539,0.006387180790081222,0.00731503311825565,0.007016851464245931,0.006777929414993791,12.0,0.014179190938961262,0.5840150654539078,0.0,0,0,unripe,IMG20200713144630.jpg
275,10469,9.489838466977284,154.41283790237844,229.0,100.58716209762154,1.5588630853505814,0.7221764245667623,3451,113.84186775545675,0.008824187047142502,0.010716470638002296,0.008604607926674723,0.0067003802554398,17.0,0.017862016722423484,0.8819956852009645,0.0,0,0,unripe,IMG20200713144639.jpg
282,9000,8.690949824249682,150.4067777777778,231.0,104.59322222222222,1.5900596261828714,0.7003461318236225,3301,115.98317974786481,0.008337745079104685,0.010879327203089508,0.01008517509518389,0.008537087823657405,16.0,0.01783079951436714,0.38143613117540265,0.0,0,0,unripe,IMG20200713144657.jpg
240,7738,6.242285880236526,158.91561126906177,235.0,96.08438873093823,1.5366231888404196,0.7031227527949341,2578,131.02880609565088,0.00703719117223934,0.007809255630842781,0.00793870811044144,0.007408718523267358,12.0,0.015470741825662751,0.5929284210356484,0.0,0,0,unripe,IMG20200713144704.jpg
301,10730,8.578441170121762,153.79002795899348,232.0,101.20997204100652,1.5498475037057382,0.6797168942568736,3600,116.13026052599149,0.009160934302807075,0.01152708731016811,0.011157005554518318,0.009000034644217211,17.0,0.020288029827260173,0.68755446470687,0.0,0,0,unripe,IMG20200713144717.jpg
307,9919,8.860047163069886,159.9742917632826,231.0,95.0257082367174,1.5170851381240842,0.710373821729657,3470,115.7402286689094,0.009129648000403535,0.011228937051453423,0.010252468144610997,0.008672344169910359,16.0,0.019193169621714627,0.5153994569101044,0.0,0,0,unripe,IMG20200713144725.jpg
273,8218,6.628381539255698,164.43100511073254,229.0,90.56899488926746,1.6253601946503495,0.6989311008638317,3108,118.96593852046442,0.007237103678237922,0.008425226811861686,0.0077182614427584485,0.006880790095715985,13.0,0.015439243077980011,0.8227000693649077,0.0,0,0,unripe,IMG20200713144739.jpg
245,8120,6.957058158264505,159.46059113300493,237.0,95.53940886699507,1.5824757868100978,0.6911208377794091,2686,125.28896458925553,0.007023786244337688,0.008216223190328258,0.007742037148661172,0.00671574843309955,13.0,0.01479018284033172,0.9030467116762055,0.0,0,0,unripe,IMG20200713144806.jpg
187,6050,5.31442977486143,169.29404958677685,228.0,85.70595041322314,1.6597007477967023,0.706642504601326,2314,134.65885165847845,0.006811874353135463,0.007940486653986443,0.007453843001875161,0.006825308983582367,12.0,0.01345371451169166,0.7448985866252054,0.0,0,0,unripe,IMG20200713144816.jpg
284,7813,5.886563295812426,164.3594009983361,239.0,90.64059900166389,1.4904454815360917,0.7305927992944412,2790,125.03455936955439,0.007510268094700774,0.00916078620469178,0.00843462560196992,0.007160941618483959,13.0,0.01504715744924011,0.7677470879857752,0.0,0,0,unripe,IMG20200713144823.jpg
204,9207,8.021921532067648,154.58737916802434,232.0,100.41262083197567,1.5709652999472197,0.7144877832721789,2410,110.37078786962545,0.008007143854117497,0.008657976708671147,0.0076912603104200734,0.006106888225914993,14.0,0.015626138756758227,2.4779347058977286,2.4779347058977286,1,5,unripe,IMG20200713144832.jpg
