RGB_R_Mean,RGB_R_Std,RGB_R_Min,RGB_R_Max,RGB_R_Median,RGB_R_Q25,RGB_R_Q75,RGB_G_Mean,RGB_G_Std,RGB_G_Min,RGB_G_Max,RGB_G_Median,RGB_G_Q25,RGB_G_Q75,RGB_B_Mean,RGB_B_Std,RGB_B_Min,RGB_B_Max,RGB_B_Median,RGB_B_Q25,RGB_B_Q75,Image_Name,Label
150.27677271635125,47.99253000611981,50,255,152.0,115.0,187.0,129.80292001752576,40.16744839016528,49,232,132.0,99.0,160.0,40.47313188133366,25.969823444368892,0,125,41.0,21.0,59.0,image_0_1934.jpg,overripe
127.82338685246894,44.318791916463205,50,240,127.0,90.0,160.0,115.41194587498738,39.33121672909949,48,217,114.0,82.0,145.0,46.667373523174795,25.023891095439797,0,147,47.0,30.0,64.0,image_0_1952.jpg,overripe
114.79933431348526,49.34011729906746,48,255,105.0,74.0,141.0,100.78740913174876,40.45321880636864,49,242,91.0,68.0,119.0,49.34225679980397,23.50108762794885,0,196,45.0,34.0,61.0,image_0_2070.jpg,overripe
138.87067485771072,39.084161087849765,52,229,143.0,109.0,169.0,124.80417381877315,35.338004883384336,49,204,129.0,97.0,153.0,31.496205619297136,22.803344663398526,0,101,33.0,9.0,49.0,image_0_2095.jpg,overripe
152.68234134280596,47.838128448080454,49,255,155.0,115.0,193.0,130.53418044395065,39.563001579944,48,241,131.0,99.0,162.0,51.87011666027682,26.83210713711137,0,231,49.0,32.0,69.0,image_0_2116.jpg,overripe
152.49453529460104,33.35215280299237,54,223,158.0,134.0,177.0,123.19453412065788,27.21801118437357,48,186,126.0,108.0,143.0,43.95728020849231,18.850877486572525,0,106,44.0,32.0,57.0,image_0_214.jpg,overripe
142.06102024125946,48.09877500226235,51,255,137.0,105.0,177.0,115.62190758536087,38.94052330759931,46,232,111.0,85.0,143.0,44.48032099775097,28.93524858881907,0,160,43.0,24.0,63.0,image_0_2154.jpg,overripe
130.28870896783803,46.6150488483006,51,249,121.0,90.0,171.0,107.49748770868226,35.80062032357343,47,206,103.0,77.0,136.0,38.65173699281431,23.545080774601143,0,138,38.0,22.0,55.0,image_0_2156.jpg,overripe
150.05486787814942,46.92978457011868,51,255,149.0,115.0,184.0,122.72296549907821,38.82153008975595,47,225,121.0,93.0,149.0,42.728996576244406,26.49561030958459,0,125,40.0,24.0,60.0,image_0_216.jpg,overripe
138.46654533421574,39.21466072017169,52,255,138.0,110.0,162.0,107.146012574454,31.452119083168533,47,235,105.0,84.0,125.0,31.13462111184646,26.52892548548381,0,168,25.0,10.0,46.0,image_0_2168.jpg,overripe
149.26975967846406,44.91269221036309,51,255,152.0,116.0,184.0,127.54129644084968,38.08704844578297,47,232,128.0,101.0,157.0,37.59703376459451,26.96893693344678,0,134,36.0,15.0,58.0,image_0_2178.jpg,overripe
123.12233749034323,40.89115512657317,51,246,118.0,91.0,148.0,111.65224588897473,34.03534687440176,50,249,107.0,86.0,131.0,35.99021907074275,24.182369613596368,0,237,32.0,18.0,49.0,image_0_2198.jpg,overripe
148.4329024627508,46.50617602881754,50,255,150.0,115.0,183.0,128.2010441671507,38.899151174876785,49,230,130.0,99.0,157.0,39.108895716255276,25.790610294919016,0,130,39.0,19.0,57.0,image_0_220.jpg,overripe
153.10421026881573,43.10632672483503,52,255,154.0,125.0,181.0,117.58309097333587,33.997379069756114,47,216,116.0,95.0,138.0,31.72274469299557,23.9697583476907,0,137,28.0,13.0,46.0,image_0_2210.jpg,overripe
154.06418963265926,42.42866840931403,51,255,157.0,125.0,182.0,118.25997803002564,33.46884346743105,47,217,118.0,96.0,139.0,31.642607932680683,23.20026291819247,0,143,29.0,13.0,46.0,image_0_2216.jpg,overripe
153.16256559766765,36.497630712761534,52,244,158.0,129.0,180.0,131.91803498542274,29.62472362177265,49,209,135.0,113.0,153.0,38.42681632653061,21.689658493147245,0,118,38.0,22.0,54.0,image_0_2273.jpg,overripe
143.98736412239342,45.803270630385555,50,244,146.0,106.0,183.0,118.33306042731165,34.63540171345202,48,209,120.0,91.0,146.0,35.3089526327211,23.18338107242693,0,131,35.0,17.0,52.0,image_0_2351.jpg,overripe
127.21868565114761,44.74963586443663,50,246,125.0,89.0,159.0,114.87921249560544,39.92038338990601,47,224,112.0,81.0,145.0,46.312452915473855,25.431716051455567,0,145,46.0,29.0,64.0,image_0_2402.jpg,overripe
155.76608094711284,47.18743941298715,51,255,159.0,120.0,193.0,129.62733294061866,38.883961213412654,48,218,132.0,100.0,159.0,40.67949454749213,26.005698294740053,0,135,38.0,21.0,59.0,image_0_2415.jpg,overripe
144.14435609176493,50.40381636120182,50,251,148.0,101.0,187.0,127.24741796910703,41.53012682396908,49,223,130.0,92.0,162.0,46.699341924869756,24.408580897496996,0,131,49.0,31.0,64.0,image_0_2457.jpg,overripe
141.67432331440648,50.6311189494671,50,255,142.0,97.0,183.0,124.34657641328718,42.79977632630687,45,228,126.0,87.0,160.0,47.39679417247215,25.14582747377464,0,137,48.0,32.0,65.0,image_0_2528.jpg,overripe
147.9231423914141,42.85508226572009,52,255,143.0,118.0,177.0,119.69709908688314,37.181347299035785,46,220,116.0,93.0,145.0,50.61501233356895,32.09801216166485,0,181,49.0,25.0,74.0,image_0_2537.jpg,overripe
156.2306335216687,41.77142905887064,51,254,158.0,130.0,184.0,119.06453845159426,32.86077645813827,47,208,118.0,97.0,140.0,29.325977354128803,22.82841933684417,0,113,27.0,10.0,44.0,image_0_2554.jpg,overripe
153.95144576418966,46.367348966104565,51,255,154.0,118.0,190.0,128.0593099209582,38.40938553208619,48,215,128.0,98.0,157.0,38.935280076611924,26.217116116808047,0,122,36.0,18.0,58.0,image_0_26.jpg,overripe
149.27740957047342,41.35370299632173,52,244,150.0,120.0,180.0,121.91850588038002,36.670117989382625,47,222,121.0,96.0,149.0,50.1037396737902,33.74868593794777,0,185,46.0,25.0,71.0,image_0_2600.jpg,overripe
130.98419599062564,34.71392311774958,50,225,130.0,105.0,158.0,115.79769299797005,28.613179938105624,50,227,116.0,95.0,137.0,38.46083411017503,25.581213972121308,0,188,37.0,19.0,53.0,image_0_2670.jpg,overripe
143.5577953534355,46.676032163526244,50,247,145.0,105.0,182.0,117.84705882352941,35.411606688834745,48,203,119.0,89.0,146.0,34.941700444883836,22.853042342664253,0,122,35.0,16.0,52.0,image_0_2678.jpg,overripe
126.42765919015693,41.9589427020684,49,235,125.0,92.0,160.0,114.42992233071602,37.50460162135957,48,213,113.0,83.0,145.0,53.05193535705558,22.905094404089677,0,159,53.0,38.0,68.0,image_0_2722.jpg,overripe
155.99564998586763,48.326928540277606,51,255,159.0,116.0,197.0,125.90305879757612,40.85895975696138,46,233,127.0,93.0,159.0,43.995587941292044,25.953321946145486,0,133,44.0,26.0,62.0,image_0_2777.jpg,overripe
143.63719711402888,31.345083254391618,52,228,144.0,124.0,167.0,111.29119008480464,24.864104990874687,48,218,112.0,94.0,128.0,31.224226750943995,21.753394564256208,0,184,29.0,15.0,43.0,image_0_281.jpg,overripe
149.06055299311842,42.50971858871013,52,254,149.0,117.0,175.0,112.69353525886096,33.639708343651776,48,207,110.0,87.0,132.0,25.664738672520535,22.921570696330864,0,125,22.0,4.0,39.0,image_0_2832.jpg,overripe
134.7019829001107,36.31833907277968,51,242,132.0,107.0,160.0,115.79249207985038,30.94324518256021,49,214,113.0,94.0,136.0,33.470571395854805,24.823271336034004,0,151,30.0,14.0,46.0,image_0_2839.jpg,overripe
137.9262933049752,44.64842245138939,52,251,132.0,103.0,174.0,114.62541597528443,38.71136243133933,48,224,111.0,84.0,143.0,31.89279526223632,27.605283061036317,0,142,29.0,5.0,48.0,image_0_2858.jpg,overripe
114.98579504573954,51.012186521405425,48,255,104.0,73.0,139.0,100.89898242368177,42.08135853244852,49,236,91.0,68.0,118.0,48.94133004419776,26.014759189191505,0,191,45.0,31.0,63.0,image_0_2876.jpg,overripe
155.07898073640575,52.10882091172671,51,255,155.0,112.0,200.0,120.63199219702511,38.09364576926297,48,208,121.0,89.0,151.0,28.712972445744942,25.74677646584749,0,145,27.0,3.0,45.0,image_0_2886.jpg,overripe
140.19409271009394,46.00640587848636,51,252,136.0,103.0,178.0,116.4754647973179,40.09199462891982,48,231,112.0,85.0,146.0,32.98297821248141,27.801928894832862,0,144,30.0,7.0,49.0,image_0_2893.jpg,overripe
152.91125268886722,33.10898065870667,54,224,158.0,135.0,177.0,123.56035992618105,26.956889789736096,48,189,127.0,108.0,143.0,44.367290444676925,17.893005306208863,0,102,44.0,32.0,57.0,image_0_2965.jpg,overripe
157.49878103837472,49.388419725972255,50,255,166.0,119.0,195.0,130.00201655379985,39.60427972590465,48,227,135.0,99.0,158.0,38.94827689992476,25.79695364907816,0,125,38.0,20.0,55.0,image_0_299.jpg,overripe
122.2318135174862,39.446010777052166,51,243,119.0,90.0,151.0,110.75867376653632,32.47623761956746,50,244,108.0,85.0,133.0,35.08998252766453,23.14497619239854,0,239,32.0,17.0,51.0,image_0_301.jpg,overripe
118.16519614358303,40.43784462101863,51,231,110.0,84.0,150.0,96.90486755068449,31.753787346279175,47,191,91.0,70.0,124.0,37.20693991473352,22.40729261922328,0,126,38.0,21.0,53.0,image_0_3066.jpg,overripe
125.32281636637033,44.91611349412188,51,255,115.0,88.0,162.0,103.42279790012398,35.19560882321679,47,209,98.0,73.0,130.0,44.43928562007017,22.178065627520837,0,129,44.0,29.0,59.0,image_0_3069.jpg,overripe
105.66644175431634,42.527913597239994,50,250,92.0,73.0,130.0,96.04474432757823,33.96349843143341,45,223,88.0,70.0,116.0,61.715088972679766,20.39463844374619,0,153,60.0,47.0,75.0,image_0_3083.jpg,overripe
126.48055021917489,41.968141805270704,48,235,126.0,92.0,160.0,114.48349024061476,37.59457170297008,48,212,113.0,83.0,145.0,53.10849422078818,23.118394884780017,0,153,53.0,38.0,68.0,image_0_3102.jpg,overripe
141.85823248718688,40.92068207458402,52,249,137.0,111.0,174.0,120.485382347196,34.74815166441933,49,215,116.0,94.0,147.0,24.581124950003257,24.915423404918624,0,115,17.0,1.0,44.0,image_0_3153.jpg,overripe
136.3191314996232,50.319154645766325,52,255,128.0,94.0,174.0,115.42221175584024,41.097246411759265,45,218,111.0,80.0,146.0,53.702166541070085,30.2017935504383,0,160,49.0,31.0,72.0,image_0_3157.jpg,overripe
135.09136768612558,36.838050219486874,52,248,133.0,108.0,159.0,115.94956411658083,31.274397848276887,49,217,113.0,94.0,135.0,33.01265932042466,23.90240417480792,0,127,29.0,15.0,46.0,image_0_3178.jpg,overripe
137.4646183621628,45.72171729657134,52,241,136.0,98.0,174.0,113.01324543365187,35.47933574268762,46,200,114.0,83.0,140.0,49.86568283536954,27.705469043224873,0,153,48.0,31.0,68.0,image_0_3180.jpg,overripe
135.42169578184917,36.12604030226792,50,228,134.0,109.0,162.0,118.84492543672773,29.547526000335445,49,231,119.0,97.0,141.0,39.30426927993183,25.657506870461148,0,193,38.0,20.0,54.0,image_0_3190.jpg,overripe
159.02385885031305,47.001084200815725,52,255,162.0,124.0,196.0,127.30193891102257,39.22032685658425,45,222,128.0,98.0,157.0,37.51915006640106,26.051612509059712,0,145,38.0,16.0,55.0,image_0_3193.jpg,overripe
155.5564233163554,42.911403122889304,52,255,156.0,128.0,185.0,118.6935144312394,33.925002282354974,48,217,116.0,96.0,141.0,29.8752688172043,23.675230154562836,0,126,27.0,9.0,46.0,image_0_3295.jpg,overripe
153.512385476756,54.288968427777185,51,255,154.0,106.0,202.0,128.6972874957584,43.922457066436316,49,222,127.0,90.0,168.0,40.26848277909739,28.57189289026165,0,123,42.0,15.0,61.0,image_0_3299.jpg,overripe
135.4329952618526,36.617577671580754,51,237,135.0,107.0,162.0,116.24071911760448,30.89126198904817,49,208,115.0,94.0,137.0,33.372084495353526,23.029852010953647,0,131,31.0,16.0,46.0,image_0_3315.jpg,overripe
155.7732777544829,51.43323029931861,52,255,157.0,113.0,199.0,121.26191944355375,37.75656256674977,49,207,123.0,90.0,150.0,29.965752411020397,25.283538236468097,0,144,29.0,4.0,46.0,image_0_3328.jpg,overripe
138.39821160288906,34.21025659786843,52,243,138.0,115.0,162.0,118.08554740537805,29.71772428660781,48,212,117.0,98.0,136.0,34.377957563730725,23.742774959301055,0,132,31.0,17.0,48.0,image_0_334.jpg,overripe
149.6290532004492,43.49833282818149,52,255,152.0,115.0,184.0,120.60214591521617,36.1627598308185,46,216,121.0,92.0,148.0,39.57484383773161,26.08730891795378,0,124,39.0,19.0,57.0,image_0_3342.jpg,overripe
137.87881144846617,45.035506411376936,52,252,132.0,103.0,174.0,114.41766900932433,39.03498981152645,48,224,110.0,84.0,143.0,30.768706538144578,26.81605289379347,0,139,28.0,4.0,47.0,image_0_3436.jpg,overripe
150.21870273312462,41.63995682373888,51,255,155.0,119.0,184.0,128.46951176615428,35.74151189975916,49,235,132.0,104.0,155.0,34.71143902353231,27.38515027771187,0,149,32.0,11.0,52.0,image_0_3503.jpg,overripe
147.51209530214237,44.38001959902782,50,255,142.0,114.0,182.0,123.25274281871458,37.0480813387956,47,222,119.0,94.0,152.0,27.029493707368623,27.225086877788044,0,154,21.0,1.0,47.0,image_0_3513.jpg,overripe
128.3902664822931,39.02097615950757,51,246,125.0,99.0,154.0,105.24742775447066,31.59949616234886,48,206,102.0,82.0,124.0,33.55281599362505,24.305443936375614,0,163,30.0,16.0,47.0,image_0_3601.jpg,overripe
145.2723290899311,47.35123218561545,51,255,146.0,108.0,181.0,118.26879434440715,39.03645785260203,46,236,117.0,87.0,146.0,45.111805537767985,26.57752665798207,0,142,44.0,27.0,62.0,image_0_3615.jpg,overripe
133.7419970019248,34.980415222546725,52,220,131.0,109.0,157.0,110.06807759515341,28.693565806476183,49,185,108.0,89.0,130.0,33.18094891741101,23.647209299432483,0,134,31.0,14.0,49.0,image_0_3622.jpg,overripe
141.15620907966027,42.97585943409984,51,255,136.0,109.0,173.0,120.0536634591127,36.36688693495133,48,231,117.0,92.0,147.0,27.961016806621735,26.32981338800916,0,143,23.0,3.0,45.0,image_0_3660.jpg,overripe
164.33446667285554,44.93035166232291,51,252,168.0,130.0,201.0,130.2846732268845,36.50617708586076,47,208,132.0,101.0,160.0,30.308647419235054,24.66998777718707,0,130,29.0,5.0,49.0,image_0_3687.jpg,overripe
105.12253200909417,43.43166721418561,50,255,91.0,72.0,128.0,95.51767646550464,34.86711732062666,45,221,86.0,69.0,114.0,61.396447422653,20.5166041433255,1,164,59.0,46.0,74.0,image_0_3715.jpg,overripe
132.5661508282476,41.73962607578202,50,255,130.0,101.0,160.0,117.19267654751526,33.921522372377105,49,221,117.0,92.0,139.0,35.54748553538876,22.78397809038049,0,151,33.0,19.0,49.0,image_0_3759.jpg,overripe
137.68447306672968,35.5523614561714,52,239,137.0,111.0,166.0,108.86877732574824,28.416499905523747,49,207,108.0,87.0,130.0,27.319443272168673,22.06547420589407,0,146,25.0,8.0,41.0,image_0_3761.jpg,overripe
152.82493965198657,46.75749124212529,50,255,153.0,119.0,191.0,130.7103924390033,38.74692024429209,48,244,130.0,103.0,161.0,51.75969303108218,27.616399983946376,0,239,49.0,32.0,68.0,image_0_3763.jpg,overripe
152.80520448615863,43.637947257435364,52,255,153.0,124.0,181.0,117.38512519906482,34.55206163018976,47,217,115.0,94.0,138.0,31.465008640260223,24.81349024394516,0,148,28.0,11.0,46.0,image_0_3797.jpg,overripe
155.46253762575958,48.20274045949588,52,255,159.0,120.0,191.0,126.7158666021504,40.04350172223493,46,228,127.0,97.0,155.0,43.58028190255949,26.243022314448698,0,124,42.0,25.0,62.0,image_0_3799.jpg,overripe
143.93578450146813,47.336868982013684,52,255,140.0,106.0,182.0,112.74759564236776,36.84268861926483,48,214,108.0,83.0,141.0,34.70192348610579,27.037393840575465,0,125,34.0,7.0,55.0,image_0_3857.jpg,overripe
148.43416242651782,42.61646505355318,52,255,147.0,117.0,175.0,112.20153880353702,33.72211260331097,48,209,109.0,87.0,132.0,25.62926690707899,23.607684718982625,0,117,22.0,3.0,40.0,image_0_387 (2).jpg,overripe
142.16328121662607,41.74323588620901,52,246,140.0,108.0,174.0,115.22547951642531,34.91194082224361,47,211,113.0,87.0,141.0,35.1458520227263,25.577870232470328,0,133,33.0,13.0,53.0,image_0_3891.jpg,overripe
153.71857292249325,51.698060604022196,51,255,151.0,114.0,200.0,119.6242856100586,37.69560287797893,49,205,117.0,90.0,151.0,27.931673922031177,26.438156728058985,0,157,26.0,2.0,45.0,image_0_3905.jpg,overripe
145.04024100596044,47.02515500096234,51,255,147.0,109.0,178.0,117.90857435007993,38.77254279361053,47,227,118.0,87.0,143.0,44.05401277512798,26.857834240922305,0,140,42.0,25.0,61.0,image_0_3939.jpg,overripe
156.7476472086635,48.62357306042576,51,255,161.0,116.0,197.0,126.53295284778972,41.066223183057865,46,230,128.0,92.0,160.0,44.59323387468761,26.170594044371214,0,134,45.0,26.0,62.0,image_0_3989.jpg,overripe
132.34672426492546,41.17937964049787,50,246,130.0,101.0,160.0,116.94978400652957,33.34376579363089,49,216,116.0,92.0,138.0,34.96913383632273,21.74351022572349,0,148,33.0,19.0,49.0,image_0_4051.jpg,overripe
142.45440191139042,40.96342113212806,51,243,144.0,111.0,173.0,113.45120241001402,31.839916843647835,47,202,113.0,89.0,137.0,41.08584636160598,24.218308984329067,0,136,40.0,24.0,56.0,image_0_4057.jpg,overripe
140.70111316363986,42.80101204878782,52,255,136.0,110.0,170.0,119.62898543770842,36.11767323067445,48,229,117.0,94.0,144.0,26.936005086006286,25.893759175408007,0,140,22.0,3.0,42.0,image_0_410.jpg,overripe
157.93463314520267,42.821924188118004,53,255,152.0,126.0,191.0,129.6667236759592,36.18422548292391,48,219,126.0,102.0,158.0,62.75247705375976,24.4063904479245,0,152,62.0,46.0,80.0,image_0_4103.jpg,overripe
149.05026726703005,44.07437465139601,50,255,151.0,115.0,183.0,120.0404718645496,36.62930881383761,46,215,120.0,91.0,147.0,39.07313198339346,26.35855266204457,0,126,39.0,18.0,57.0,image_0_4106.jpg,overripe
124.40812850271391,44.997560001674664,51,249,112.0,88.0,160.0,102.28596266713737,35.42438251175706,47,203,95.0,73.0,128.0,44.456069899827895,21.68183744113812,0,125,43.0,30.0,59.0,image_0_4135.jpg,overripe
125.30416449811666,44.892640993677475,50,254,115.0,87.0,162.0,103.33438599895909,35.17869881694461,47,207,98.0,73.0,130.0,44.230198565669575,22.366718459266284,0,135,44.0,29.0,59.0,image_0_4152.jpg,overripe
141.10534010152284,46.96514951477579,51,255,137.0,105.0,174.0,114.82347208121827,37.78331710016816,47,231,111.0,86.0,140.0,43.572213197969546,28.223695511036897,0,150,42.0,23.0,63.0,image_0_4156.jpg,overripe
153.70616234054705,54.219825932263404,50,255,155.0,106.0,203.0,128.91612193522457,43.85499264633883,49,221,128.0,90.0,168.0,41.07222186964524,28.346624438544143,0,121,43.0,16.0,61.0,image_0_4231.jpg,overripe
155.28010614772225,51.79927066974093,51,255,158.0,114.0,195.0,128.29368421052632,41.656520817103946,48,225,127.0,96.0,159.0,36.72715612560814,28.480351651090732,0,147,34.0,11.0,57.0,image_0_4254 (2).jpg,overripe
141.92290350269397,42.222097602786384,52,251,141.0,108.0,174.0,125.0667135485072,36.25497546721848,48,225,125.0,98.0,152.0,39.17909552519727,21.925018066057824,0,142,38.0,24.0,53.0,image_0_4254.jpg,overripe
134.36503599434917,36.71233035246334,50,226,133.0,107.0,163.0,117.9250759222759,29.83499401008434,50,228,118.0,96.0,141.0,38.797264260275945,25.364268293340142,0,193,38.0,20.0,55.0,image_0_4324.jpg,overripe
127.13174564145795,38.13424519199976,51,226,122.0,98.0,156.0,104.19917571159273,30.3489451361065,48,188,101.0,81.0,126.0,32.75496153711054,23.99288102522793,0,156,32.0,13.0,48.0,image_0_438.jpg,overripe
139.32993014069794,38.27211898820137,52,255,138.0,111.0,166.0,108.0412790128293,30.45020590118268,47,227,106.0,86.0,128.0,31.89860607841217,25.88820011983144,0,155,27.0,11.0,46.0,image_0_4405 (2).jpg,overripe
156.09063007377446,49.118628976481055,51,255,160.0,116.0,197.0,125.88592018685732,41.54129663786503,46,228,128.0,91.0,160.0,44.46497849431737,25.73129862917941,0,138,44.0,26.0,62.0,image_0_4408.jpg,overripe
149.0269565663149,42.61911067474231,52,249,150.0,119.0,180.0,121.65307243341414,37.729997040044246,47,215,121.0,94.0,149.0,49.670135405300506,33.628371242905445,0,171,45.0,25.0,70.0,image_0_4427.jpg,overripe
140.1694393513768,34.46623831860843,54,224,142.0,113.0,168.0,111.14759710003533,27.312811930020388,49,192,113.0,90.0,132.0,29.66616763948931,20.990836391552318,0,150,30.0,12.0,44.0,image_0_4460.jpg,overripe
125.23493069906841,43.0604434377298,48,234,125.0,88.0,158.0,113.43846228752584,38.66169606791989,47,211,111.0,80.0,145.0,52.61918570052909,21.472024172816333,0,144,53.0,39.0,67.0,image_0_4463.jpg,overripe
158.0248181199154,53.03074952724796,51,255,164.0,115.0,197.0,130.49918467548292,42.72337434961504,49,228,132.0,97.0,161.0,38.63353402859907,27.879451786669357,0,118,34.0,16.0,59.0,image_0_4520.jpg,overripe
