HLS_H_Mean,HLS_H_Std,HLS_H_Min,HLS_H_Max,HLS_H_Median,HLS_H_Q25,HLS_H_Q75,HLS_L_Mean,HLS_L_Std,HLS_L_Min,HLS_L_Max,HLS_L_Median,HLS_L_Q25,HLS_L_Q75,HLS_S_Mean,HLS_S_Std,HLS_S_Min,HLS_S_Max,HLS_S_Median,HLS_S_Q25,HLS_S_Q75,Image_Name,Label
25.3538248748094,3.4465875445555807,5,41,24.0,23.0,27.0,87.17056750293709,29.937667859707616,28,223,85.0,62.0,110.0,164.53668230334037,52.616781687579,3,255,168.0,139.0,202.0,image_0_1358.jpg,overripe
25.04850979444579,13.316057718750967,0,172,25.0,22.0,28.0,75.81614271311564,39.45093055666719,0,210,80.0,52.0,106.0,139.18450719481407,66.99343190654723,0,255,142.0,107.0,178.0,image_0_1358.jpg,overripe
21.984625814863104,13.870921189248488,0,174,22.0,20.0,22.0,83.68392177314212,43.89919275500939,0,186,84.0,57.0,115.0,151.41024250325944,73.00631640918967,0,255,160.0,97.0,208.0,image_0_1390.jpg,overripe
22.024615384615384,2.6422342639376293,12,37,22.0,21.0,23.0,94.39430508474577,33.61113798299423,32,240,90.0,68.0,118.0,150.01462320730118,66.24071905163261,8,255,155.0,94.0,200.0,image_0_1390.jpg,overripe
21.752229465449805,2.7592777449092734,11,38,22.0,20.0,22.0,73.09931681877444,28.00595211559374,23,198,68.0,52.0,92.0,152.30221642764016,58.070015760458624,8,255,156.0,109.0,202.0,image_0_1390.jpg,overripe
39.946857887874835,50.21998648875028,0,179,21.0,18.0,23.0,56.63805997392438,26.32018659440068,6,183,59.0,36.0,73.0,157.14745241199478,60.10130539078731,10,255,163.0,102.0,209.0,image_0_1390.jpg,overripe
22.39792438070404,12.713276858027516,0,175,22.0,20.0,22.0,86.25113950456323,41.950230530903205,0,237,85.0,60.0,116.0,154.73994263363755,69.792071813552,0,255,160.0,102.0,211.0,image_0_1390.jpg,overripe
21.950489593489042,15.31869929477733,0,176,21.0,21.0,22.0,77.92119876223984,38.69871637840936,0,234,78.0,56.0,106.0,172.3074053664533,74.80791481661531,0,255,186.0,126.0,243.0,image_0_1450.jpg,overripe
21.423148658386673,2.471986394773241,0,32,22.0,21.0,22.0,138.69566783943029,29.741933310739146,84,255,135.0,114.0,160.0,145.79882158450258,71.63939402863103,0,255,147.0,86.0,202.0,image_0_1450.jpg,overripe
21.47993938366326,7.105608203207496,0,176,21.0,21.0,22.0,85.76985926836505,32.204655756888386,0,237,82.0,63.0,106.0,172.90448688059004,67.88184838976201,0,255,183.0,124.0,237.0,image_0_1450.jpg,overripe
17.2046225255394,16.80651560573201,0,172,21.0,0.0,22.0,64.71541053791701,49.29194370216571,0,173,72.0,0.0,104.0,143.97331609512102,98.00704113054586,0,255,175.0,0.0,231.0,image_0_1450.jpg,overripe
21.293258022127084,1.2296914136325492,0,32,21.0,21.0,22.0,88.3939108134458,30.958702472083093,35,239,83.0,64.0,108.0,169.8966872960027,68.45374542144059,9,255,180.0,116.0,233.0,image_0_1450.jpg,overripe
23.964343837845835,2.8944605863354087,15,40,23.0,23.0,24.0,91.34918873600631,34.179241490356084,32,187,84.0,64.0,116.0,148.63110913843272,78.22501969312513,6,255,159.0,67.0,216.0,image_0_1519.jpg,overripe
24.225477141588993,7.816934128287373,0,175,23.0,23.0,24.0,88.5995709424471,36.971378906214966,0,187,82.0,62.0,115.0,151.20318587562264,78.16464379050105,0,255,162.0,74.0,219.0,image_0_1519.jpg,overripe
23.619445677368446,12.847695175426574,0,175,23.0,22.0,24.0,80.2317773832421,44.04203941235133,0,186,76.0,53.0,112.0,148.94475267544507,82.11712783450697,0,255,161.0,71.0,222.0,image_0_1519.jpg,overripe
23.81853824530256,12.519669017912344,0,172,23.0,22.0,24.0,79.33065788824777,44.753600521689506,0,187,76.0,49.0,112.0,139.78005868718253,81.32502760979303,0,255,150.0,61.0,208.0,image_0_1519.jpg,overripe
25.20459140898555,22.10704460001103,0,179,23.0,20.0,24.0,57.777950387138134,26.382955209220516,8,135,55.0,38.0,75.0,147.53396705627065,61.340442747156,8,255,151.0,98.0,197.0,image_0_1519.jpg,overripe
21.803177955100132,2.220999662680317,14,36,22.0,21.0,22.0,99.4452425873678,30.932118870053156,40,238,96.0,76.0,122.0,147.80777352742632,56.83498111619277,8,255,156.0,102.0,193.0,image_0_1524.jpg,overripe
21.828942585636888,2.247472265842911,14,39,22.0,21.0,22.0,100.35305419486612,33.212215865072224,37,248,96.0,74.0,124.0,161.71585342634103,62.50335043031488,8,255,170.0,111.0,213.0,image_0_1524.jpg,overripe
21.816497325740396,2.219441060132971,15,38,22.0,21.0,22.0,94.49118965606772,31.939410677630494,34,237,90.0,70.0,117.0,160.50016443667457,62.1026724486699,8,255,167.0,112.25,206.0,image_0_1524.jpg,overripe
22.465840444498294,10.686666956614724,0,177,22.0,21.0,22.0,90.11841171481488,37.406832190796074,0,233,88.0,66.0,116.0,165.55641908850154,62.550618672820804,0,255,171.0,122.0,213.0,image_0_1524.jpg,overripe
16.411152268360652,15.780975062239916,0,172,21.0,0.0,22.0,60.69571426098697,51.34097402680702,0,195,68.0,0.0,98.0,116.89671645924567,93.11277777210591,0,255,130.0,0.0,194.0,image_0_1524.jpg,overripe
21.585879551149002,8.06257972279365,0,175,21.0,21.0,22.0,82.32754215213635,32.799967858010156,0,218,78.0,60.0,100.0,180.25020879675188,55.467237860529494,0,255,184.0,150.0,225.0,image_0_1538.jpg,overripe
21.23400120730003,1.211574755130268,6,34,21.0,21.0,22.0,103.55188495919161,30.840284738914388,49,236,98.0,80.0,118.0,145.49888779551975,42.94658828194415,8,255,155.0,135.0,175.0,image_0_1538.jpg,overripe
21.11570234265821,1.1980636319753515,6,34,21.0,21.0,22.0,87.29513524241096,32.84506030877618,30,230,81.0,63.0,102.0,184.35208507330626,55.878138083530246,10,255,193.0,157.0,231.0,image_0_1538.jpg,overripe
21.22188686110261,1.2580330722425603,0,45,21.0,21.0,22.0,85.55372071677237,31.25831756285921,0,219,80.0,62.0,100.0,176.81446444666793,57.12109079527812,5,255,182.0,147.0,222.0,image_0_1538.jpg,overripe
19.442095079012,12.858635726437242,0,177,21.0,21.0,22.0,73.61319264704666,41.78439315416959,0,207,76.0,55.0,98.0,165.21242692113685,76.98653708216676,0,255,180.0,143.0,222.0,image_0_1538.jpg,overripe
13.382747213481332,14.11099011908901,0,177,16.0,0.0,21.0,69.18133983424968,63.261697921481854,0,227,72.0,0.0,124.0,88.71459363509572,79.86297157831441,0,255,83.0,0.0,151.0,image_0_1542.jpg,overripe
19.06566040780571,4.364707965984546,0,178,20.0,16.0,22.0,111.3984981038994,48.00482362682733,23,248,108.0,74.0,141.0,124.75222748596656,71.33892779424394,0,255,121.0,68.0,183.0,image_0_1542.jpg,overripe
19.166159502979585,4.257651981725045,0,177,20.0,16.0,22.0,119.34736101986007,36.71478608134968,48,223,117.0,90.0,142.0,81.89709187731249,49.92004929579754,0,209,73.0,41.0,121.0,image_0_1542.jpg,overripe
18.511607132565672,8.736788455851713,0,179,20.0,16.0,22.0,104.27998893461046,49.32774192491731,0,232,106.0,74.0,138.0,103.41733231900596,66.85976271614173,0,255,96.0,48.0,154.0,image_0_1542.jpg,overripe
19.111114953260255,5.916517021631992,0,177,20.0,16.0,22.0,114.7491268716069,44.36688081252162,0,235,113.0,83.0,143.0,101.1530712219187,62.39664614721675,0,255,91.0,52.0,148.0,image_0_1542.jpg,overripe
24.781962962962965,2.1395068310500296,11,40,24.0,24.0,25.0,91.64590370370371,31.952606122743283,30,234,89.0,66.0,115.0,163.83991111111112,57.88015012899553,6,255,161.0,136.0,202.0,image_0_1550.jpg,overripe
50.90516296296296,53.58644071179414,0,179,23.0,21.0,36.0,46.3198962962963,17.184980728994496,3,145,50.0,36.0,56.0,149.30045185185185,67.51092478793159,0,255,157.0,88.0,209.0,image_0_1550.jpg,overripe
19.80616296296296,17.118679352059498,0,174,24.0,0.0,25.0,55.77793333333333,48.380334515968755,0,180,54.0,0.0,95.0,108.23874074074074,87.92072756860036,0,255,122.0,0.0,174.0,image_0_1550.jpg,overripe
24.760148148148147,2.189134104206564,0,40,24.0,24.0,25.0,91.26653333333333,31.878689224133552,0,233,88.0,65.0,114.0,163.824,57.5480294247046,6,255,161.0,136.0,202.0,image_0_1550.jpg,overripe
24.791874074074073,2.159957622799764,11,40,24.0,24.0,25.0,99.4337037037037,34.86552819982725,32,253,96.0,70.0,125.0,171.7105777777778,58.67688318207153,6,255,172.0,144.0,216.0,image_0_1550.jpg,overripe
21.784340021991852,2.3012317264259243,2,36,22.0,21.0,23.0,74.74633098372222,28.883003689490295,16,185,72.0,54.0,94.0,173.8102090497105,44.434270857134706,8,255,173.0,144.0,207.0,image_0_156.jpg,overripe
23.026059708512626,10.586199636885807,0,175,22.0,22.0,23.0,94.88768265631059,40.48385824276837,0,219,96.0,66.0,122.0,164.99661223789334,53.129030145037305,0,255,165.0,133.0,199.0,image_0_156.jpg,overripe
22.3979317489878,1.5061125031114142,13,35,22.0,22.0,23.0,100.68038720913233,34.64151698857548,31,225,100.0,74.0,124.0,162.70197863103903,50.08308586845639,7,255,163.0,130.0,195.0,image_0_156.jpg,overripe
18.821084210994655,15.248893805371718,0,172,22.0,19.0,23.0,74.33337358816762,56.11523732812497,0,225,82.0,12.0,119.0,125.92737604159383,79.65973721844715,0,255,145.0,75.0,182.0,image_0_156.jpg,overripe
30.019315964431676,36.35111557055265,0,179,22.0,20.0,23.0,59.94691446695184,24.285670185671226,5,160,59.0,46.0,72.0,174.5866040386192,53.14056706356318,5,255,181.0,139.0,218.0,image_0_156.jpg,overripe
23.483288645314634,3.6488842544382614,7,36,22.0,21.0,24.0,121.63276270170994,28.68655004446414,68,248,120.0,98.0,143.0,114.98005244703734,38.66834820771549,8,255,117.0,92.0,139.0,image_0_1585.jpg,overripe
23.59304438355088,4.016477051238377,0,37,23.0,21.0,25.0,139.12872113694178,32.73585616148099,75,255,139.0,112.0,166.0,147.5384660714812,63.3602746797406,0,255,140.0,103.0,193.0,image_0_1585.jpg,overripe
19.456318689413358,14.214764096731718,0,172,21.0,20.0,24.0,65.46563933331369,46.159454799463504,0,175,68.0,29.0,104.0,140.13623461700894,85.13077678334987,0,255,157.0,95.0,200.0,image_0_1585.jpg,overripe
23.488160130430085,3.6401557569391763,8,36,22.0,21.0,24.0,91.78253140438237,33.70041764326116,29,240,90.0,64.0,117.0,166.77106966420146,51.15353917366116,8,255,162.0,139.0,198.0,image_0_1585.jpg,overripe
24.126177357415756,13.72420387339129,0,175,22.0,21.0,24.0,83.77850457192807,39.08993841460901,0,236,86.0,57.0,114.0,170.2801791449365,56.14174666055103,0,255,165.0,142.0,209.0,image_0_1585.jpg,overripe
24.4269323156085,1.6059336035756915,6,35,24.0,24.0,25.0,85.20078524136417,32.02401588912966,31,246,80.0,59.0,107.0,188.58921146647484,50.76775873176855,6,255,186.0,157.0,237.0,image_0_1589.jpg,overripe
24.688061648763,12.484859293242817,0,175,24.0,23.0,25.0,78.92560935461451,37.248754118432885,0,242,76.0,55.0,105.0,185.75134429907453,57.98600601413808,0,255,186.0,157.0,238.0,image_0_1589.jpg,overripe
26.421043005377197,26.766275269675567,0,179,23.0,20.0,24.0,70.80357992025654,25.005807640921343,10,230,68.0,56.0,81.0,163.81758989428505,61.21370070437339,0,252,177.0,113.0,216.0,image_0_1589.jpg,overripe
20.26778681428554,17.757775165680965,0,172,24.0,15.0,25.0,61.05507663419214,47.97641336747094,0,177,64.0,1.0,100.0,138.92724324192505,89.00257175712181,0,255,162.0,60.0,203.0,image_0_1589.jpg,overripe
24.448941021545366,1.9448000440009388,0,34,24.0,24.0,25.0,98.00799873190836,36.499524212460514,35,255,92.0,68.0,124.0,199.21683147793644,49.73802647423256,0,255,203.0,173.0,248.0,image_0_1589.jpg,overripe
62.54255650980474,65.81158309274956,0,179,21.0,16.0,143.0,46.941005219488865,21.567236275115242,4,153,50.0,30.0,63.0,144.6037139470565,57.178198451026354,2,255,138.0,94.0,193.0,image_0_1592.jpg,overripe
16.936347189585977,16.11424423553531,0,172,21.0,0.0,22.0,63.4618623801701,48.551215800976436,0,174,70.0,0.0,102.0,144.43525546382747,98.87005203675164,0,255,177.0,0.0,234.0,image_0_1592.jpg,overripe
21.670579550416935,2.768869561407424,0,32,22.0,21.0,22.0,139.75542223793383,30.48922526018463,81,255,137.0,114.0,163.0,155.7777038407952,74.69098360414617,0,255,160.0,91.0,224.0,image_0_1592.jpg,overripe
21.73409719478467,14.46039615119093,0,176,21.0,21.0,22.0,78.3297947555574,37.828781654939725,0,238,78.0,57.0,104.0,170.92458774355882,75.80983244627497,0,255,185.0,122.0,242.0,image_0_1592.jpg,overripe
21.310008525858304,1.2369167496360676,11,32,21.0,21.0,22.0,88.30696209112271,30.5757846326028,35,240,84.0,64.0,108.0,168.1498887479465,70.11370270193558,10,255,179.0,111.0,233.0,image_0_1592.jpg,overripe
22.246454282167978,4.138521624734363,0,177,22.0,21.0,23.0,85.03340504757965,27.208684050201203,0,194,86.0,64.0,105.0,175.07514273893256,49.18460144886613,0,255,169.0,148.0,209.0,image_0_1787.jpg,overripe
22.270806785271,1.7899556703817048,0,172,22.0,21.0,23.0,86.16547786512206,26.569602705895655,29,208,87.0,64.0,106.0,173.98042201075714,49.8755136851511,4,255,168.0,147.0,207.0,image_0_1787.jpg,overripe
22.252660322714107,1.8031675106955622,0,174,22.0,21.0,23.0,104.29904840711626,27.350168710834367,46,230,105.0,82.0,125.0,148.36554406288786,35.0860781716706,5,238,150.0,135.0,172.0,image_0_1787.jpg,overripe
37.94767894083574,48.98437924274224,0,179,21.0,18.0,22.0,61.97988415390981,16.93493599285668,15,174,63.0,52.0,72.0,163.44012412081094,65.79002212082759,3,255,176.0,101.0,223.0,image_0_1787.jpg,overripe
22.71786512205213,11.419972606874254,0,175,22.0,21.0,23.0,80.73633429871742,32.51423628314979,0,200,85.0,60.0,104.0,175.5462887877534,55.34447161512742,0,255,170.0,148.0,216.0,image_0_1787.jpg,overripe
21.852516382115635,1.0690363395301477,8,30,22.0,21.0,22.0,103.84706124905273,25.76008618685251,34,181,106.0,88.0,122.0,148.5948602505238,41.7087547122788,12,255,151.0,136.0,169.0,image_0_1788.jpg,overripe
21.745469843534078,12.945851173798236,0,176,22.0,21.0,22.0,89.05012704497838,37.19312774543625,0,163,98.0,76.0,114.0,138.20600231801365,51.77435018977611,0,255,142.0,126.0,162.0,image_0_1788.jpg,overripe
22.091689698212456,6.8406505937782836,0,177,22.0,21.0,22.0,97.8238031025721,27.03166502536462,0,162,102.0,84.0,116.0,142.3589187803682,41.28950088703992,0,255,143.0,128.0,162.0,image_0_1788.jpg,overripe
21.870609147238444,1.0666098916617257,8,30,22.0,22.0,22.0,100.25882071056033,23.985986023148858,32,172,102.0,86.0,116.0,140.67609102661257,40.282174268359455,10,255,142.0,127.0,161.0,image_0_1788.jpg,overripe
20.628164980163152,12.543051631747296,0,174,22.0,21.0,22.0,86.62873333927696,40.60283132343082,0,172,97.0,72.0,114.0,132.90218093879554,58.06719239911882,0,255,142.0,123.0,162.0,image_0_1788.jpg,overripe
21.858708260322317,15.102653182213981,0,172,25.0,23.0,26.0,66.71480869057315,45.968149041127546,0,211,70.0,25.0,104.0,131.2581258175177,79.67773635118932,0,255,142.0,84.0,180.0,image_0_1796.jpg,overripe
25.39742672162031,1.9137826910702491,0,36,25.0,24.0,26.0,105.0909449887707,31.48195278193762,42,255,104.0,79.0,128.0,151.95600417910939,43.68103136244881,0,255,151.0,130.0,183.0,image_0_1796.jpg,overripe
25.833559564648684,12.005396315221677,0,172,25.0,24.0,26.0,83.02787169805111,35.008288671096054,0,218,86.0,60.0,108.0,163.12026456724007,57.60850779236114,0,255,155.0,133.0,201.0,image_0_1796.jpg,overripe
25.48717885436462,13.189083280083766,0,172,25.0,24.0,26.0,81.06477619552967,37.0723201133049,0,208,84.0,58.0,108.0,159.74015482448564,61.45483475323804,0,255,154.0,131.0,198.0,image_0_1796.jpg,overripe
25.394646133089825,1.8866198869376984,6,36,25.0,24.0,26.0,89.01564698042894,29.334918252075532,30,232,88.0,64.0,110.0,162.15420749113585,53.1444263686558,8,255,154.0,132.0,195.0,image_0_1796.jpg,overripe
27.766299465240643,30.208282040628355,0,179,23.0,20.0,23.0,72.73980748663102,30.56801306677683,8,161,74.0,52.0,92.0,163.46089839572193,60.1577413143853,8,255,175.0,117.0,213.0,image_0_1830.jpg,overripe
24.76823529411765,13.859014193871081,0,175,23.0,23.0,24.0,91.06368983957219,44.6262760091995,0,187,91.0,58.0,128.0,173.05696256684493,64.09362024675698,0,255,177.0,144.0,225.0,image_0_1830.jpg,overripe
25.556823529411766,2.823062198644281,15,39,25.0,24.0,28.0,150.86101604278076,33.8131292576952,80,253,154.0,120.0,181.0,175.62272727272727,78.04840693900846,8,255,180.0,126.0,255.0,image_0_1830.jpg,overripe
23.83320855614973,2.0156656188429705,16,37,23.0,23.0,24.0,98.6519679144385,36.637204679335845,31,194,96.0,66.0,129.0,169.26464171122996,62.182512432879484,6,255,174.0,140.0,214.0,image_0_1830.jpg,overripe
24.312598930481283,10.932812486297092,0,176,23.0,23.0,24.0,93.76633155080214,42.11981367324271,0,187,93.0,62.0,128.0,170.66544385026737,63.455510352591205,0,255,175.0,141.0,219.0,image_0_1830.jpg,overripe
22.189723231171016,1.5007492875175297,8,35,22.0,22.0,23.0,99.76617986972053,35.658788734575054,29,247,98.0,72.0,125.0,177.7205595413202,51.691577963870145,8,255,177.0,152.0,214.0,image_0_1839.jpg,overripe
21.448300963587787,2.1181461543874383,6,35,22.0,21.0,22.0,82.26459640380632,31.091184846074785,20,222,79.0,59.0,103.0,180.46055593912286,45.80314758721006,9,255,185.0,157.0,212.0,image_0_1839.jpg,overripe
22.70916759223126,2.885167389068852,0,35,22.0,22.0,24.0,145.15944976435625,33.238833222635336,74,255,146.0,119.0,172.0,168.57025785729294,64.90202428064583,0,255,159.0,127.0,235.0,image_0_1839.jpg,overripe
17.897239816287936,15.960858879957138,0,172,22.0,0.0,22.0,68.66082310209228,53.77734533200947,0,193,74.0,0.0,114.0,133.41236904511752,88.51261080877731,0,255,159.0,35.0,196.0,image_0_1839.jpg,overripe
22.827214600906554,13.754691754448482,0,177,22.0,21.0,23.0,88.64153633716568,43.52119885736832,0,243,91.0,61.0,121.0,176.26738060216732,60.404885989274746,0,255,178.0,152.0,220.0,image_0_1839.jpg,overripe
22.2791191274441,11.433512714454627,0,174,22.0,21.0,22.0,88.59817553343557,38.50102082747336,0,224,88.0,64.0,115.0,162.81553482166836,65.5144726263644,0,255,170.0,118.0,212.0,image_0_1856.jpg,overripe
22.302093891588914,2.7674752106810367,0,36,22.0,21.0,23.0,133.34080966118287,31.773333469615213,69,255,131.0,108.0,159.0,150.84116918332163,67.50609400190412,0,255,158.0,94.0,191.0,image_0_1856.jpg,overripe
23.647633651272187,24.757249395708133,0,179,21.0,18.0,22.0,76.99723644428273,30.928384125028256,10,230,78.0,56.0,95.0,172.49210350772321,54.19530966686947,10,255,183.0,129.0,217.0,image_0_1856.jpg,overripe
21.821001290814426,2.192045987680064,8,35,22.0,21.0,22.0,94.31690793634293,31.835036593231138,34,238,90.0,70.0,116.0,160.79547088736993,62.26190317870747,8,255,167.0,113.0,207.0,image_0_1856.jpg,overripe
16.282151241867435,16.244001084814606,0,174,21.0,0.0,22.0,59.323301366184126,51.580567501602104,0,194,67.0,0.0,98.0,114.90596113695628,93.69793143709353,0,255,128.0,0.0,193.0,image_0_1856.jpg,overripe
24.857038297386957,12.489453306074317,0,176,24.0,23.0,25.0,76.05259355721795,36.367088376207676,0,223,75.0,54.0,99.0,172.84422497457297,57.25716336629746,0,255,172.0,142.0,215.0,image_0_1863.jpg,overripe
24.652367327927912,2.414804788791488,0,34,24.0,24.0,25.0,116.72399076071976,34.77517860980569,52,255,114.0,89.0,139.0,160.99035198616008,45.95496303637663,0,255,162.0,135.0,189.0,image_0_1863.jpg,overripe
